fips,pollutant,year,pred_wght,state_abbr,lat,lon
37001020100,no2,2015,6.15815787359263,NC,36.0932158648925,-79.4462959570113
37001020200,no2,2015,6.43444261319846,NC,36.0932718930636,-79.4207912813102
37001020300,no2,2015,5.11670091157138,NC,36.0983814709165,-79.3989368845343
37001020400,no2,2015,4.87764238653243,NC,36.1145797821423,-79.4305847499587
37001020501,no2,2015,4.6743666965035,NC,36.1139689230769,-79.4765879160839
37001020502,no2,2015,5.1847526811211,NC,36.1111141459545,-79.4493938127975
37001020601,no2,2015,5.51634377241806,NC,36.0885242733457,-79.4820108843537
37001020602,no2,2015,5.7871919925435,NC,36.0976331814416,-79.4616786661143
37001020701,no2,2015,5.82967274618278,NC,36.0711613188759,-79.4815918566054
37001020702,no2,2015,5.98652270139182,NC,36.0718381695487,-79.4568484605652
37001020801,no2,2015,5.16742054482759,NC,36.0559393103448,-79.4368688275862
37001020802,no2,2015,6.4046988628991,NC,36.0788273689602,-79.4284620795629
37001020901,no2,2015,5.32575867708624,NC,36.0560246162434,-79.4145774211555
37001020902,no2,2015,3.7712445443787,NC,36.035899260355,-79.4120269822485
37001021000,no2,2015,6.00783758870968,NC,36.0767019623656,-79.3995032526882
37001021101,no2,2015,5.44039125937031,NC,36.0676505622189,-79.3825576836582
37001021102,no2,2015,4.61382262206148,NC,36.0468099457505,-79.3854458710066
37001021201,no2,2015,3.74201835681645,NC,36.1088134234577,-79.3519613099772
37001021204,no2,2015,3.28683132009346,NC,36.0421992523364,-79.3178035046729
37001021205,no2,2015,4.3514921354616,NC,36.0734141285591,-79.283412230371
37001021206,no2,2015,4.05266698611111,NC,36.0839188194444,-79.2985039351852
37001021207,no2,2015,3.8020437977965,NC,36.1042499027868,-79.2801046338302
37001021300,no2,2015,2.75360392438501,NC,36.1755873534753,-79.305312052171
37001021400,no2,2015,2.89132622264151,NC,36.1692629056604,-79.4103958113208
37001021500,no2,2015,2.83024856868191,NC,36.1864809228797,-79.4795822046571
37001021600,no2,2015,4.04793656186905,NC,36.1221692529564,-79.5098538505913
37001021701,no2,2015,4.57649999382144,NC,36.093603274637,-79.5279642261353
37001021702,no2,2015,5.13851403634987,NC,36.0939094282469,-79.5075133282847
37001021703,no2,2015,4.7836508487464,NC,36.0640235922729,-79.5145248253185
37001021801,no2,2015,2.96271378293177,NC,35.9961973879757,-79.4902946183292
37001021802,no2,2015,2.54565039403321,NC,35.9489987616099,-79.4454495637489
37001021803,no2,2015,2.63008955540118,NC,35.8846021187912,-79.484171378951
37001021901,no2,2015,2.8426397508269,NC,35.9888919514884,-79.3870721058434
37001021902,no2,2015,2.40413393624237,NC,35.8966680533575,-79.3339230160525
37001022001,no2,2015,2.98574206387466,NC,36.0015568243447,-79.3385206688762
37001022002,no2,2015,2.68526693638915,NC,35.9874494855005,-79.2943534377923
37003040100,no2,2015,2.495919070771,NC,35.9642767548907,-81.076619159954
37003040200,no2,2015,2.56127099399099,NC,35.9675450676014,-81.2313288432649
37003040300,no2,2015,2.67265972204872,NC,35.8841419737664,-81.2821058713304
37003040400,no2,2015,3.246477997558,NC,35.9214916208791,-81.1761209096459
37003040500,no2,2015,2.90220686909195,NC,35.8729580922372,-81.0904276568318
37003040600,no2,2015,2.94488891602332,NC,35.8575683945171,-81.1951629273673
37003040700,no2,2015,3.15429949887133,NC,35.8268638675696,-81.3025096764485
37005950100,no2,2015,2.28693672959059,NC,36.4908918607502,-81.0056558225055
37005950200,no2,2015,2.48006752971576,NC,36.5079117312661,-81.1183301550388
37005950300,no2,2015,2.32068754834685,NC,36.4962426388022,-81.2178694011229
37007920100,no2,2015,2.43674806508355,NC,34.962528906479,-79.9796042802697
37007920200,no2,2015,2.37548942462601,NC,35.1012861910242,-80.1178735903337
37007920300,no2,2015,2.57490871484471,NC,35.0204806309611,-80.2224149914404
37007920400,no2,2015,2.54915529353562,NC,34.9875609168865,-80.0785086081794
37007920500,no2,2015,2.59309058488107,NC,34.954210133594,-80.076025008146
37007920600,no2,2015,2.15969372500562,NC,34.8586128285778,-80.0697257020894
37009970200,no2,2015,2.49391467059639,NC,36.5184686546463,-81.5339049583911
37009970300,no2,2015,2.42292292712551,NC,36.4644782186235,-81.6498619838057
37009970400,no2,2015,2.66887897679558,NC,36.4022881546961,-81.5134111381216
37009970500,no2,2015,2.61004376378676,NC,36.4208662377451,-81.456527221201
37009970700,no2,2015,2.33955859770503,NC,36.3191461694229,-81.5120083023962
37009970800,no2,2015,2.34136225747777,NC,36.4491184923201,-81.3797116410671
37011930100,no2,2015,2.74500163548387,NC,36.1811866774194,-81.8854141290323
37011930200,no2,2015,2.68715214836577,NC,36.0727966213735,-81.8787341902314
37011930301,no2,2015,2.72598626458037,NC,36.1047127738265,-81.9374686486486
37011930302,no2,2015,2.56903298402556,NC,36.1086206709265,-81.9959738019169
37011930400,no2,2015,2.71349246762995,NC,35.9794106398949,-81.9848165134172
37013930100,no2,2015,2.33378523640441,NC,35.5751138852551,-76.6696744533732
37013930200,no2,2015,2.33987703637833,NC,35.6097396119644,-77.0715200970089
37013930300,no2,2015,3.9541184156227,NC,35.5477411201179,-77.05320899042
37013930400,no2,2015,3.38222118327231,NC,35.5576074773559,-77.0429448255926
37013930501,no2,2015,2.38796453663571,NC,35.5137699896801,-76.997690629515
37013930502,no2,2015,2.34025329201499,NC,35.5476420005765,-76.9814259729029
37013930600,no2,2015,2.03481419354839,NC,35.5148544975186,-76.8775944478908
37013930700,no2,2015,2.01140066821039,NC,35.459346907046,-76.7162238835594
