fips,pollutant,year,pred_wght,state_abbr,lat,lon
8097,co,2015,0.256727066,CO,39.23254322,-106.9078298
8099,co,2015,0.235574171,CO,38.08377285,-102.5470907
8101,co,2015,0.257854473,CO,38.26368375,-104.6451254
8103,co,2015,0.282192004,CO,40.05103441,-108.2803479
8105,co,2015,0.268253876,CO,37.61665559,-106.2388715
8107,co,2015,0.256566837,CO,40.45313339,-106.899551
8109,co,2015,0.283638426,CO,37.91529861,-106.0194458
8111,co,2015,0.284040887,CO,37.80464907,-107.67397
8113,co,2015,0.261663575,CO,37.97420306,-107.9602192
8115,co,2015,0.156159453,CO,40.96024275,-102.3276272
8117,co,2015,0.277607893,CO,39.57313394,-106.0545978
8119,co,2015,0.268518376,CO,38.94355066,-105.1404982
8121,co,2015,0.198776089,CO,40.09252221,-103.1568319
8123,co,2015,0.23264259,CO,40.32808233,-104.7883751
8125,co,2015,0.188402909,CO,40.06947448,-102.4870122
9001,co,2015,0.267947699,CT,41.20789005,-73.36444054
9003,co,2015,0.237753247,CT,41.76194393,-72.71720581
9005,co,2015,0.22075544,CT,41.7278509,-73.18741208
9007,co,2015,0.228022502,CT,41.47856581,-72.57153645
9009,co,2015,0.250364272,CT,41.39605216,-72.94152284
9011,co,2015,0.230774851,CT,41.44337405,-72.09768875
9013,co,2015,0.219128996,CT,41.84276329,-72.37211948
9015,co,2015,0.221345712,CT,41.80422588,-71.99500192
10001,co,2015,0.204255765,DE,39.12321981,-75.55864141
10003,co,2015,0.255624294,DE,39.68502087,-75.6343101
10005,co,2015,0.204528452,DE,38.66238793,-75.34668175
11001,co,2015,0.306585045,DC,38.91026979,-77.01447911
12001,co,2015,0.23980205,FL,29.66590264,-82.38685898
12003,co,2015,0.245723406,FL,30.28843604,-82.18547774
12005,co,2015,0.255646224,FL,30.20692557,-85.6602058
12007,co,2015,0.23632327,FL,29.95342917,-82.12819863
12009,co,2015,0.22442002,FL,28.23219436,-80.69111035
12011,co,2015,0.264767878,FL,26.13405872,-80.22711079
12013,co,2015,0.228931132,FL,30.46314856,-85.12219744
12015,co,2015,0.209009467,FL,26.95479125,-82.11993928
12017,co,2015,0.248062532,FL,28.86359878,-82.45352758
12019,co,2015,0.257989764,FL,30.08438729,-81.79936687
12021,co,2015,0.248507272,FL,26.19983145,-81.69958647
12023,co,2015,0.234807398,FL,30.12605177,-82.66055721
12027,co,2015,0.200779604,FL,27.18936984,-81.86407354
12029,co,2015,0.233410409,FL,29.63417913,-83.05630577
12031,co,2015,0.268198934,FL,30.30030217,-81.62285006
12033,co,2015,0.256934245,FL,30.48531421,-87.2747983
12035,co,2015,0.26031812,FL,29.52349372,-81.2247372
12037,co,2015,0.252240753,FL,29.78678842,-84.82272499
12039,co,2015,0.223501469,FL,30.59828269,-84.58141532
12041,co,2015,0.224140703,FL,29.70463535,-82.80826185
12043,co,2015,0.169070681,FL,26.89602172,-81.18527092
12045,co,2015,0.244359914,FL,29.98857472,-85.25944092
12047,co,2015,0.224557738,FL,30.50153758,-82.99728252
12049,co,2015,0.205332127,FL,27.54831235,-81.81543809
12051,co,2015,0.199790048,FL,26.70539379,-81.20257828
12053,co,2015,0.260551847,FL,28.50485143,-82.49694334
12055,co,2015,0.20674603,FL,27.46041312,-81.44261684
12057,co,2015,0.237404286,FL,27.97652928,-82.40130999
12059,co,2015,0.210649454,FL,30.84768391,-85.7585448
12061,co,2015,0.225897553,FL,27.67182936,-80.44060809
12063,co,2015,0.216359092,FL,30.80024128,-85.21619555
12065,co,2015,0.222374272,FL,30.50403042,-83.8862621
12067,co,2015,0.223599341,FL,30.06542005,-83.17958664
12069,co,2015,0.256157892,FL,28.73569018,-81.75201713
12071,co,2015,0.241022754,FL,26.57499283,-81.85815817
12073,co,2015,0.242128371,FL,30.46610336,-84.27036114
12075,co,2015,0.229953339,FL,29.37999507,-82.66637902
12077,co,2015,0.232389062,FL,30.39979256,-84.9051554
12079,co,2015,0.221744536,FL,30.47263342,-83.43055244
12081,co,2015,0.227443471,FL,27.47705465,-82.53277939
12083,co,2015,0.246191678,FL,29.1401167,-82.1233817
12085,co,2015,0.187464941,FL,27.1442997,-80.24439747
12086,co,2015,0.279432172,FL,25.77456515,-80.29882041
12087,co,2015,0.261318157,FL,24.73967782,-81.26302755
12089,co,2015,0.247522436,FL,30.60796454,-81.64711743
12091,co,2015,0.253508751,FL,30.54282768,-86.56709435
12093,co,2015,0.211010784,FL,27.27205552,-80.8221688
12095,co,2015,0.243755781,FL,28.53285496,-81.38438519
12097,co,2015,0.200544139,FL,28.26676224,-81.38349101
12099,co,2015,0.268177194,FL,26.61707597,-80.1461267
12101,co,2015,0.231706613,FL,28.2616067,-82.51607729
12103,co,2015,0.267677208,FL,27.89979431,-82.72767122
12105,co,2015,0.23707892,FL,28.03113955,-81.79998415
12107,co,2015,0.242444951,FL,29.60930035,-81.72047983
12109,co,2015,0.250401073,FL,29.97708551,-81.42158515
12111,co,2015,0.197279166,FL,27.33806766,-80.35318759
12113,co,2015,0.248576153,FL,30.54959392,-87.03701367
12115,co,2015,0.219889831,FL,27.20820421,-82.42398758
12117,co,2015,0.263264817,FL,28.69783651,-81.31045082
